PULocationID,trips,total_fare,total_tips,total_revenue,sum_distance,avg_fare,avg_distance
29,1995,73185.01,162.11,78036.57,18350.04,36.68421553884711,9.198015037593985
30,59,1840.41,20.0,2102.41,375.08,31.193389830508476,6.35728813559322
31,293,11374.36,345.47,13199.43,2596.16,38.820341296928326,8.86061433447099
32,1995,71767.37,101.95,78691.94,18197.62,35.973619047619046,9.121614035087719
33,13412,437978.7,14985.0,516010.96,73651.49,32.6557336713391,5.491462123471519
34,1980,79434.34,2085.37,92787.68,10706.13,40.118353535353535,5.407136363636363
35,8914,266655.06,126.06,288799.22,56359.18,29.914186672649762,6.3225465559793586
36,11379,362200.05,4408.26,423208.19,60031.05,31.830569470076455,5.275599789085157
37,19462,635416.11,6550.54,735707.71,105449.78,32.6490653581338,5.418239646490597
38,1253,55961.72,322.86,62212.54,15115.85,44.662186751795694,12.063727055067837
39,10367,333142.6,717.88,360358.64,69857.63,32.134908845374746,6.7384614642616
40,4218,132814.61,4027.37,163732.62,22345.66,31.487579421526785,5.29769084874348
41,52157,1172866.69,43281.02,1425975.93,197611.16,22.487234503518224,3.788775428034588
42,39440,1039752.37,12637.51,1203504.04,197083.85,26.362889705882353,4.997055020283976
43,119758,1883672.52,349808.93,2863701.86,257137.67,15.728991132116436,2.147143990380601
44,4,141.15,0.0,146.15,36.900000000000006,35.2875,9.225000000000001
45,23558,574021.75,39729.71,751005.27,93495.16,24.36631929705408,3.968722302402581
46,191,8483.35,42.36,9544.1,2374.99,44.41544502617801,12.434502617801046
47,2503,81821.49,76.95,89799.89,19135.79,32.68936875749101,7.645141829804235
48,233509,4099059.76,571484.32,6056504.11,605562.86,17.55418317923506,2.593317002770771
49,11062,350670.6,5719.36,403124.57,59544.97,31.700470077743624,5.382839450370638
50,68586,1327247.52,113823.67,1840228.59,195917.16,19.35158078908232,2.8565182398740268
51,4456,177706.5,167.95,194723.09,49314.41,39.88027378815081,11.066968132854578
52,3904,121173.3,5456.92,147175.92,19798.19,31.038242827868853,5.07125768442623
53,1112,36346.53,1043.01,43100.38,8266.6,32.68572841726618,7.433992805755396
54,1136,37378.11,836.18,45759.71,6202.75,32.90326584507042,5.460167253521127
55,4660,185683.96,338.28000000000003,196269.98,49252.75,39.84634334763948,10.56925965665236
56,3304,108283.57,2055.51,125592.17,22826.92,32.77347760290557,6.908874092009684
57,172,5043.14,43.8,5719.78,1041.7,29.32058139534884,6.05639534883721
58,226,8939.01,98.3,10187.73,2355.72,39.553141592920355,10.423539823008849
59,100,3370.21,2.0,3783.64,779.16,33.7021,7.7916
60,2083,67603.4,75.22,75235.61,16304.7,32.45482477196351,7.8275084013442155
61,20607,652157.42,6212.76,726264.22,116058.31,31.64737322269132,5.631984762459358
62,6050,187272.35,1973.15,207690.66,33340.06,30.95410743801653,5.510753719008264
63,4478,139544.91,296.79,153097.19,27407.02,31.16232916480572,6.120370701205895
64,460,16737.87,308.9,19193.37,4016.17,36.386673913043474,8.730804347826087
65,12394,389248.86,14756.14,457866.2,67313.36,31.406233661449086,5.431124737776344
66,11552,363756.73,12016.42,432786.04,59089.98,31.48863659972299,5.11512984764543
67,1285,42521.32,363.81,47825.07,8858.31,33.09052140077821,6.893626459143968
