1_0-2mi	5534930	106227297.94	11.90	19.19	1.13	2.04	10.06	10.55	6.73
2_2-5mi	2949336	89352441.65	22.29	30.30	3.09	2.48	19.45	7.22	9.53
3_5-10mi	1203683	56188448.86	35.85	46.68	7.16	3.38	28.66	5.01	15.00
4_10-20mi	716953	54335387.59	58.28	75.79	14.44	7.52	46.10	4.04	18.79
5_20+mi	89014	10013145.11	90.26	112.49	24.93	10.79	59.42	3.62	25.17
