241	2802	97615.60	221.92	107489.98	34.84	0.08	8.44	4.54
242	2494	83776.44	293.20	93802.51	33.59	0.12	8.20	4.59
243	11694	373583.92	4744.74	434690.63	31.95	0.41	6.95	5.35
244	26969	796202.01	17110.82	937553.95	29.52	0.63	6.12	5.68
245	25	1260.84	3.28	1519.85	50.43	0.13	12.94	4.70
246	184786	3548465.54	467783.30	5139489.05	19.20	2.53	2.50	11.12
247	4638	138063.51	682.81	154875.26	29.77	0.15	5.96	5.60
248	2533	84820.77	489.06	95024.57	33.49	0.19	7.49	5.01
249	231110	4137234.91	534468.26	6028754.03	17.90	2.31	2.30	11.33
250	2438	78849.77	184.95	88880.12	32.34	0.08	7.71	4.73
251	62	3168.72	46.30	4068.41	51.11	0.75	11.10	5.91
252	937	32635.65	482.27	38211.18	34.83	0.51	8.02	5.08
253	49	1953.26	69.78	2281.93	39.86	1.42	7.61	6.12
254	4181	154118.05	255.54	169535.59	36.86	0.06	9.82	4.13
255	25480	778265.88	17407.13	930751.10	30.54	0.68	4.45	8.22
256	18963	585570.72	13739.04	690835.85	30.88	0.72	4.57	7.97
257	1828	63832.32	928.70	76518.62	34.92	0.51	6.88	6.09
258	3365	107466.95	293.39	121283.25	31.94	0.09	6.60	5.46
259	2387	94686.78	200.36	103433.57	39.67	0.08	10.71	4.05
260	7543	216311.73	9772.67	258331.26	28.68	1.30	4.72	7.26
261	42087	1082689.28	128007.20	1473764.42	25.73	3.04	4.28	8.18
262	152280	2622939.95	340151.68	3780002.59	17.22	2.23	2.64	9.39
263	204337	3246579.90	440569.33	4774522.92	15.89	2.16	2.43	9.62
264	11711	249466.13	46985.18	366442.09	21.30	4.01	3.80	8.22
265	2020	152640.98	15379.74	177993.02	75.56	7.61	7.97	11.05
