1_Monday_WEEKDAY	1184386
2_Tuesday_WEEKDAY	1471091
3_Wednesday_WEEKDAY	1445927
4_Thursday_WEEKDAY	1676654
5_Friday_WEEKDAY	1634391
6_Saturday_WEEKEND	1726797
7_Sunday_WEEKEND	1354670
